1	1	0.7124
1	3	3.0302
1	4	0.08719
1	5	0.1101
1	6	0.2136
1	7	1.6364
1	8	0.289
1	9	0.2107
1	10	1.0238
1	11	3.8685
1	12	0.2672
1	14	3.9955
1	15	0.6516
1	17	5.6488
1	18	0.1247
1	19	0.264
1	20	1.0814
1	21	1.3531
1	22	1.4418
1	23	0.2496
2	1	1.6723
2	2	0.1278
2	3	3.0622
2	4	0.9168
2	5	0.5246
2	6	0.7904
2	7	0.6198
2	8	0.8545
2	9	0.08479
2	10	0.4765
2	11	5.0999
2	12	0.8047
2	13	4.389
2	14	3.8462
2	15	2.8355
2	16	0.6272
2	17	5.7297
2	18	2.8096
2	19	0.9326
2	20	0.8884
2	21	1.3712
2	22	0.8447
2	23	0.245
3	1	1.1852
3	3	5.0587
3	4	1.0796
3	5	0.6577
3	6	0.8625
3	7	1.9068
3	8	0.9563
3	9	1.1448
3	10	2.8994
3	11	4.3045
3	12	1.1898
3	14	5.2619
3	15	1.294
3	17	5.9528
3	18	1.3092
3	19	1.4854
3	21	1.7799
3	22	1.8371
3	23	0.8748
4	1	0.9948
4	2	0.5269
4	3	3.535
4	4	0.0
4	5	1.089
4	6	0.0
4	7	0.8491
4	8	0.1933
4	9	0.1657
4	10	0.8562
4	11	3.6088
4	12	0.7932
4	13	3.3621
4	14	3.4983
4	15	0.9413
4	16	0.0
4	17	7.0226
4	18	0.5872
4	19	0.5155
4	20	1.6212
4	21	1.1746
4	22	0.6844
4	23	1.92
5	1	1.5436
5	2	0.5869
5	3	3.782
5	4	0.3701
5	5	0.1402
5	6	0.2235
5	7	1.2147
5	8	0.9721
5	9	0.3791
5	10	1.7839
5	11	4.0279
5	12	0.4203
5	13	4.5677
5	14	4.4574
5	15	2.221
5	16	0.7454
5	17	5.5687
5	18	1.1495
5	19	0.07659
5	20	1.2339
5	21	1.3417
5	22	1.3518
5	23	0.2919
6	1	1.7665
6	2	2.1147
6	3	3.6605
6	4	1.8775
6	5	1.5649
6	6	2.772
6	7	1.8525
6	8	2.0731
6	9	3.6396
6	10	2.0536
6	11	5.983
6	12	1.8187
6	13	5.5188
6	14	5.3689
6	15	2.5862
6	16	2.4569
6	17	7.7957
6	18	2.5412
6	19	1.5218
6	20	3.4219
6	21	3.2246
6	22	2.6279
6	23	1.6441
7	1	1.4376
7	2	0.7575
7	3	2.9596
7	4	0.669
7	5	1.5596
7	6	0.7115
7	7	2.1677
7	8	0.2945
7	9	0.06305
7	10	1.2662
7	11	3.5201
7	12	0.1058
7	13	1.8827
7	14	3.1708
7	15	1.9489
7	16	0.9353
7	17	4.0875
7	18	0.6281
7	19	0.338
7	20	2.1399
7	21	0.7222
7	22	0.9248
7	23	1.8863
8	1	0.5954
8	2	0.5356
8	3	3.3045
8	4	0.361
8	5	1.0403
8	6	0.04249
8	7	0.4241
8	8	0.5546
8	9	0.0
8	11	3.109
8	12	0.552
8	13	3.0887
8	14	3.3734
8	15	1.0241
8	16	0.0
8	17	3.5178
8	18	0.3118
8	20	1.4951
8	21	0.5023
8	22	0.847
8	23	0.08267
9	1	1.2929
9	2	0.9183
9	3	3.522
9	4	0.6963
9	5	0.5409
9	6	0.952
9	7	1.1074
9	8	0.9068
9	9	0.5398
9	10	1.4867
9	11	4.7205
9	12	0.6724
9	13	2.8908
9	14	4.0707
9	15	3.4454
9	16	1.4771
9	17	5.3468
9	18	2.4031
9	19	2.0835
9	20	2.2858
9	21	1.5978
9	22	0.8724
9	23	0.4567
10	1	0.3189
10	2	0.6024
10	3	3.6759
10	4	0.0
10	5	0.2543
10	6	0.01872
10	7	0.05208
10	8	0.2865
10	9	0.408
10	10	0.2085
10	11	4.2886
10	12	0.4669
10	13	3.8186
10	14	3.8954
10	15	2.7382
10	16	0.08833
10	17	5.4703
10	18	1.5453
10	19	0.403
10	20	1.9139
10	21	0.6554
10	22	0.661
10	23	0.07583
11	1	1.5025
11	3	3.5825
11	4	2.5567
11	5	0.7194
11	6	0.8426
11	7	1.186
11	8	0.5288
11	9	0.118
11	10	1.6647
11	11	3.9825
11	12	0.1737
11	14	3.6427
11	15	0.5292
11	17	6.9527
11	18	0.1191
11	19	0.2288
11	21	1.5204
11	22	1.6828
11	23	0.5181
12	1	0.3615
12	2	0.0
12	3	2.4662
12	4	0.08666
12	5	0.0
12	6	0.2102
12	7	0.2508
12	8	0.4959
12	9	0.03331
12	10	1.0122
12	11	4.0075
12	12	0.2818
12	13	2.5153
12	14	2.649
12	15	0.5436
12	16	0.0
12	17	4.6157
12	18	0.2375
12	19	0.01494
12	20	1.3704
12	21	1.4006
12	22	1.1598
12	23	0.08293
13	1	0.5525
13	2	1.727
13	3	3.5747
13	4	0.6474
13	5	0.3485
13	6	0.364
13	7	0.714
13	8	0.5515
13	9	0.293
13	10	0.968
13	11	3.6206
13	12	2.0935
13	13	2.8739
13	14	2.586
13	15	0.5889
13	16	0.8348
13	17	4.3533
13	18	0.117
13	19	0.05216
13	20	2.2706
13	21	1.2913
13	22	2.2652
13	23	0.3697
14	1	1.0006
14	2	0.02046
14	3	4.747
14	4	0.2003
14	5	0.1202
14	6	0.1101
14	7	0.793
14	8	0.5221
14	9	0.06193
14	10	1.3466
14	11	4.3673
14	12	0.05127
14	13	3.5949
14	14	3.1484
14	15	2.4465
14	16	0.0
14	17	7.1679
14	18	1.8154
14	19	0.7129
14	20	0.9206
14	21	0.8825
14	22	0.858
14	23	0.0
15	1	0.6375
15	2	0.2846
15	3	3.7077
15	4	0.2471
15	5	0.8241
15	6	0.6099
15	7	1.3531
15	8	0.3606
15	9	0.1745
15	10	1.2858
15	11	4.4124
15	12	0.4373
15	14	4.6056
15	15	1.3819
15	16	0.009649
15	17	5.6539
15	18	1.548
15	19	0.1243
15	20	1.4631
15	21	0.7365
15	22	0.4621
15	23	0.8588
16	1	0.6674
16	2	0.4157
16	3	4.7559
16	4	0.03508
16	5	0.6209
16	6	0.9955
16	7	0.3709
16	8	1.3639
16	9	0.7732
16	10	1.3352
16	11	4.5095
16	12	0.9908
16	13	4.4446
16	14	4.6525
16	15	3.6018
16	16	0.6759
16	17	6.5225
16	18	2.5348
16	19	0.3847
16	20	2.0551
16	21	1.9146
16	22	1.8416
16	23	0.2241
17	1	1.4484
17	2	0.521
17	3	3.5625
17	4	0.4121
17	5	0.1527
17	6	0.4491
